College,Program/Cluster,SDG Targeted,Year,Title,Authors,Date Presented in Conference/ Published,Scopus or Non-Scopus,Publication Format,Conference/ Venue,Country,Publication Title,PUBLISHED
CAS,LANGUAGE & HUMANITIES,SDG 4,2015,Critical Pedagogy and the Transformative Power of Creative Writing: Teaching & Learning with the Urban Poor.,"Nuncio, E.",Jun-12,Non-Scopus,Proceeding,"Proceedings of the International Conference: The Future of Education 5th edition,, Florence, Italy. ",Italy,Proceedings of the International Conference: The Future of Education 5th edition,PUBLISHED
MITL,ChE,SDG 9,2014,The role of nitrifiers in the biological removal of 17Î±-Ethinylestradiol (EE2) and Bisphenol-A (BPA).,"Bautista-Patacsil, L.",Sep-14,Scopus,Journal,Directly Submitted to the Journal,,Sustainable Environment Research Vol 24. No. 5 ,PUBLISHED
MITL,CpE,SDG 9,2014,Implementation of Wireless Environmental Radiation Monitoring System using Zigbee and Gizduino Microcontroller.,"Pabiania, M.D.",Jul-18,Non-Scopus,Proceeding,Proceedings of the 2nd Institute of Computer Engieers of the Philippines (ICpEP) National Conference ,,Proceedings of the 2nd Institute of Computer Engieers of the Philippines (ICpEP) National Conference ,PUBLISHED
MITL,CpE,SDG 9,2014,Bird-Repelling Device for Agricultural Application using Motion Detection,"Ortiz, K.J.P.",Jul-18,Non-Scopus,Proceeding,Proceedings of the 2nd Institute of Computer Engieers of the Philippines (ICpEP) National Conference ,,Proceedings of the 2nd Institute of Computer Engieers of the Philippines (ICpEP) National Conference ,PUBLISHED
MITL,CpE,SDG 9,2014,Microcontroller-based Alarm Clock System with Sensor Pad Circuit.,"Ortiz, K.J.P.",May-14,Non-Scopus,Proceeding,"International Journal of Artificial Intelligence and Mechatronics (IJAIM), Volume 2, Issue 6, pp 187-189",,"International Journal of Artificial Intelligence and Mechatronics (IJAIM), Volume 2, Issue 6, pp 187-189",PUBLISHED
MITL,CpE,SDG 9,2014,Microcontroller Based Design of Digital IC Tester with Multi-Testing and Loop Testing Functions.,"Pabiania, M.D.",May-14,Non-Scopus,Proceeding,"International Journal of Artificial Intelligence and Mechatronics (IJAIM), Volume 2, Issue 6, pp 187-189",,"International Journal of Artificial Intelligence and Mechatronics (IJAIM), Volume 2, Issue 6, pp 187-189",PUBLISHED
MITL,CpE,SDG 9,2014,Remote-controlled Automation Via Global System for Mobile Communications (GSM) Module for Fixtures using a Microcontroller and Motion Sensors,"Ortiz, K.J.P.",May-14,Non-Scopus,Proceeding,"International Journal of Artificial Intelligence and Mechatronics (IJAIM), Volume 2, Issue 6, pp 187-189",,"International Journal of Artificial Intelligence and Mechatronics (IJAIM), Volume 2, Issue 6, pp 187-189",PUBLISHED
ETYCB,Entrepreneurship,SDG 8,2014,Sensitivity Level towards Delivering Quality Services of Selected Small & Medium Enterprise (SME) Construction Firms in the Philippines.,"Juanzon, J.B.P.",Jul-18,Non-Scopus,Journal,"PICE Mid Year National Convention, June 2014 Baguio City, National Conference",,Proceedings of PICE ,PUBLISHED
CCIS,IT,SDG 9,2014,Capturing Features for Height Computation Derived With Gaussian Mixture Model,"Ilao, A.",Apr-15,Scopus,Journal,Directly submitted to International Journal of Advances in Image Processing Techniquesâ€“ IJIPT,,International Journal of Advances in Image Processing Techniquesâ€“ IJIPT,PUBLISHED
CCIS,IT,SDG 9,2014,Design and Development of an Intranet-Based IT Asset Management System with Mobile Application.,"De Mesa, L.D.",Dec-14,Scopus,Journal,"Directly submitted toInternational Journal of Innovation, Management and Technology",,"International Journal of Innovation, Management and Technology, Vol. 5, No. ",PUBLISHED
CCIS,IT,SDG 4,2014,Analysis of the Offline and Online Data of Students Using Clustering and Classification Techniques.,"Red, E.R.",Sep-14,Scopus,Proceeding,"Directly submitted to International Journal of the Computer, the Internet and Management",,"International Journal of the Computer, the Internet and Management",PUBLISHED
CAS,MATH,SDG 4,2014,Development of Mathematical Formulas Correlating the Normal and Tangental Components of Acceleration with Its Rectangular (x-y) Components.,"Dela Cruz, R.F.",Jan-15,Scopus,Journal,Directly Submitted to the International Journal of Applied Physics and Mathematics,,"International Journal of Applied Physics and Mathematics Volume 5, Number 1",PUBLISHED
CAS,MATH,SDG 4,2014,Development of Trigonometric Formula for Sin4nÆŸ and Cos4nÆŸ using Half Angle Identities as Mathematical Algorithm,"Dampil, F.G.",Jan-14,Scopus,Journal,Directly Submitted to the International Journal of Applied Physics and Mathematics ,,International Journal of Applied Physics and Mathematics 4(3):155-158,PUBLISHED
CAS,MATH,SDG 4,2014,Assessment of the impact of blended learning in teaching Algebra at Malayan Colleges Laguna,"Abdon, R.G.P.",Dec-13,Non-Scopus,Journal,"Directly Submitted to the International Journal of the Computer, the Internet and Management (IJCIM)",,"International Journal of the Computer, the Internet and Management (IJCIM) Vol 22 Number SP2 12 â€“ 13. ",PUBLISHED
